track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
Waves of Time,Mystic Tides,2,2020,3,8,1165,184,48052398,6,54,59,176,84.0,76,F,Minor,20,68,60,49,50,79,36,Not Found
Echoing Voices,Silver Lines,5,2006,3,5,5363,72,504716666,89,191,138,30,,65,G,Major,47,28,33,95,57,81,30,Not Found
Rhythms of the Night,Lunar Drift,2,2010,8,13,2183,168,905316366,71,51,127,71,91.0,62,A#,Minor,50,26,82,69,81,9,23,Not Found
Stellar Glow,The Wanderers,2,2018,10,14,5873,151,258801812,79,110,27,186,145.0,165,G,Minor,96,70,97,99,86,59,36,Not Found
Beyond the Horizon,Ocean Souls,2,2006,2,18,2413,109,115684993,54,53,67,115,144.0,125,C#,Major,5,27,99,77,79,42,39,Not Found
Crystal Clear,Dreamweavers,3,2011,3,15,3467,119,181094424,130,144,52,20,51.0,152,B,Minor,30,81,38,48,49,44,76,Not Found
Heartbeats in Silence,Lunar Drift,3,2012,2,26,745,147,587448383,92,42,77,69,107.0,196,A#,Major,46,100,57,40,23,83,50,Not Found
Stellar Glow,Velvet Echo,5,2013,9,14,4051,188,311768095,41,109,46,52,,181,C,Minor,85,85,39,66,96,96,91,Not Found
Whispers of the Wind,The Soundcasters,4,2017,9,26,171,10,390874501,57,160,39,160,112.0,85,E,Minor,51,90,100,35,18,23,92,Not Found
Golden Hour,Stellar Waves,1,2012,12,20,204,84,177097150,11,47,37,70,,105,C,Minor,10,15,10,12,57,18,12,Not Found
Through the Shadows,Ocean Souls,3,2003,5,5,2545,28,293554082,48,64,26,129,69.0,167,E,Minor,5,88,73,41,90,0,47,Not Found
Whispers of the Wind,The Wanderers,1,2010,9,19,3188,46,658475076,31,45,35,10,134.0,93,A,Minor,77,4,88,18,75,68,64,Not Found
Blinding Lights,Silver Lines,4,2001,3,3,2996,3,636470652,81,57,23,52,,200,B,Minor,8,1,57,73,80,10,19,Not Found
Rise and Shine,Crystal Sands,1,2023,5,17,2520,10,509448318,37,96,145,188,25.0,162,E,Major,50,84,10,88,76,53,16,Not Found
Rise and Shine,Stellar Waves,3,2012,7,23,925,10,192540242,6,88,4,167,11.0,160,A#,Major,52,33,65,64,42,50,20,Not Found
Chasing Dreams,Dreamweavers,4,2000,11,18,4310,184,38295727,137,176,66,99,38.0,157,C,Major,31,76,46,99,60,23,100,Not Found
Stellar Glow,Blue Moon,1,2015,5,22,4917,30,828062629,98,88,25,54,,150,C,Major,86,3,96,64,68,62,9,Not Found
Fading Lights,Aurora,1,2011,10,9,1543,123,11742969,91,185,84,70,,160,G,Major,4,76,20,36,38,5,34,Not Found
Beyond the Horizon,Velvet Echo,5,2012,2,8,4461,76,803069337,65,115,147,147,,73,E,Major,81,43,48,13,37,30,20,Not Found
Golden Hour,Lunar Drift,3,2003,4,6,50,165,194158791,148,116,103,35,,63,C,Minor,50,3,5,2,49,70,69,Not Found
Silent Echo,Crystal Sands,2,2012,2,7,2232,149,575051960,1,120,44,72,118.0,65,A#,Major,29,13,72,55,66,93,88,Not Found
Whispers of the Wind,Lunar Drift,4,2020,7,24,4135,40,603581475,71,78,59,134,,117,G,Major,71,69,71,32,91,48,7,Not Found
Blinding Lights,The Wildfires,4,2012,11,10,4275,63,881840729,144,168,24,33,52.0,155,G,Major,56,45,70,45,20,55,85,Not Found
Whispers of the Wind,Echo Dreamers,3,2019,4,14,5651,157,814993136,57,23,112,90,,121,F,Major,1,99,3,9,3,90,13,Not Found
Echoing Voices,The Wanderers,4,2019,5,10,250,197,471385454,139,43,16,120,,83,C,Minor,79,4,75,20,98,90,100,Not Found
Heartbeats in Silence,Ocean Souls,4,2002,4,21,3025,76,230578798,78,191,1,81,60.0,175,A,Major,7,27,95,51,65,16,98,Not Found
Waves of Time,Neon Hearts,4,2010,12,4,1771,57,314489516,14,26,61,158,,193,E,Major,26,78,80,35,24,62,83,Not Found
Waves of Time,Crystal Sands,3,2020,11,19,7325,97,61572650,144,114,15,116,,63,C,Minor,32,57,54,61,46,81,29,Not Found
Rhythms of the Night,Lunar Drift,4,2018,9,17,3958,143,172471517,14,172,32,70,,132,B,Major,6,49,6,64,85,99,67,Not Found
Beyond the Horizon,Solar Glow,2,2017,2,1,3591,111,664025025,83,184,130,167,67.0,81,D,Major,31,77,48,21,27,96,28,Not Found
Dreaming Awake,Aurora,3,2015,2,22,1153,85,176148387,86,141,44,47,29.0,73,C#,Minor,95,70,89,41,80,4,59,Not Found
Beyond the Horizon,Aurora,2,2016,11,4,621,162,203888704,118,187,144,50,,180,B,Minor,65,9,90,61,54,35,80,Not Found
Heartbeats in Silence,Crystal Sands,3,2004,4,24,1253,199,451042746,8,123,46,172,140.0,124,G,Major,15,35,20,83,66,55,69,Not Found
Fading Lights,Midnight Skies,5,2002,8,23,6639,149,954953394,115,99,129,2,,97,A,Minor,59,28,84,79,30,1,68,Not Found
Chasing Dreams,Dreamweavers,4,2001,12,17,1413,194,660696304,90,44,77,184,,198,E,Major,23,85,88,76,29,5,59,Not Found
Crystal Clear,Midnight Skies,4,2007,1,22,5515,186,280596441,0,7,22,200,107.0,83,D,Minor,5,42,26,30,19,10,2,Not Found
Blinding Lights,Midnight Skies,1,2014,12,12,6636,160,592639732,140,105,17,183,74.0,127,F,Minor,97,46,91,30,90,63,70,Not Found
Endless Journey,Mystic Tides,5,2004,7,21,4870,131,135069793,44,148,4,27,131.0,157,B,Minor,97,25,22,35,35,91,80,Not Found
Endless Journey,Ocean Souls,5,2018,6,8,694,55,855368625,109,183,44,182,,187,A,Major,13,4,24,92,20,30,48,Not Found
Blinding Lights,Night Breeze,4,2020,6,12,4285,142,558015848,33,42,94,162,,155,C,Major,75,89,26,64,65,28,69,Not Found
Echoing Voices,Aurora,1,2008,5,14,5527,102,954396801,67,126,73,176,,121,D,Minor,87,95,69,20,17,94,18,Not Found
Crystal Clear,Night Breeze,3,2013,3,14,4271,60,665939090,30,149,117,45,94.0,164,C#,Minor,100,16,49,88,31,92,69,Not Found
Golden Hour,Midnight Skies,3,2017,8,10,5039,173,622612349,123,132,137,131,28.0,129,B,Minor,74,55,76,66,40,32,12,Not Found
Stellar Glow,Velvet Echo,3,2015,9,2,735,90,299700842,45,12,56,122,,130,G,Minor,60,62,12,2,27,59,47,Not Found
Waves of Time,Lunar Drift,4,2009,9,25,1363,131,731514873,24,5,37,106,,182,C,Major,12,97,10,28,78,25,61,Not Found
Stellar Glow,Midnight Skies,2,2022,3,13,4920,75,527771803,20,125,86,144,,105,A#,Minor,36,75,79,62,63,71,94,Not Found
Eternal Glow,The Soundcasters,2,2012,1,14,866,56,214526747,94,49,12,37,13.0,195,C,Major,96,92,65,55,23,33,62,Not Found
Through the Shadows,The Echoes,5,2004,1,24,1615,170,521845591,4,195,5,99,,190,E,Major,95,51,89,15,39,61,1,Not Found
Golden Hour,The Echoes,1,2000,10,26,4043,168,190290610,23,61,123,187,91.0,107,A#,Minor,85,46,20,37,18,84,86,Not Found
Waves of Time,The Echoes,3,2019,1,5,3672,44,273982740,73,6,135,194,,102,G,Minor,42,74,28,92,93,64,40,Not Found
Endless Journey,Ocean Souls,3,2021,7,7,6633,107,965539961,33,11,76,141,0.0,111,C,Minor,60,6,11,63,97,93,30,Not Found
Chasing Dreams,Silver Lines,1,2004,6,14,4989,62,46975740,27,101,30,98,,149,A#,Major,73,10,54,84,38,18,56,Not Found
Golden Hour,Midnight Skies,4,2019,9,1,5072,93,624197569,28,27,96,38,1.0,60,B,Major,93,95,11,62,47,93,66,Not Found
Chasing Dreams,Dreamweavers,4,2021,8,18,3667,165,712655065,112,20,77,142,,94,G,Minor,54,96,31,41,72,5,92,Not Found
Stellar Glow,The Echoes,2,2016,10,9,2206,93,251907181,22,192,134,47,114.0,115,C,Minor,50,34,78,37,51,49,71,Not Found
Lost in the Stars,Ocean Souls,1,2018,10,9,1734,153,56489369,148,193,85,189,,185,B,Major,4,93,63,39,81,40,70,Not Found
Silent Echo,Solar Glow,1,2015,11,19,6466,125,414373225,130,105,34,31,52.0,101,B,Minor,21,2,61,24,45,33,14,Not Found
Heartbeats in Silence,Solar Glow,1,2018,12,6,6528,75,429697109,73,72,93,98,,91,F,Major,56,64,63,26,73,80,47,Not Found
Stellar Glow,Dreamweavers,4,2000,2,21,4238,43,991340712,51,109,33,29,62.0,135,A#,Major,73,16,2,42,17,87,44,Not Found
Golden Hour,Solar Glow,2,2023,1,4,1398,164,918930754,59,75,108,120,86.0,158,G,Minor,35,59,84,17,35,91,18,Not Found
Rise and Shine,Ocean Souls,5,2020,3,14,4505,91,42653894,89,111,1,64,22.0,146,C#,Major,29,58,15,32,96,41,52,Not Found
Echoing Voices,The Shifters,5,2010,10,27,4492,61,670975068,80,145,48,66,,184,E,Minor,13,81,9,48,61,43,52,Not Found
Chasing Dreams,Aurora,1,2004,1,1,1673,112,439621007,107,117,112,179,,198,A,Major,14,6,49,73,98,3,12,Not Found
Fading Lights,Silver Lines,2,2013,2,4,6379,28,206647473,87,11,43,93,,154,D,Major,77,46,62,63,63,8,75,Not Found
Beyond the Horizon,Solar Glow,1,2010,10,1,4580,154,188835302,10,13,101,198,62.0,160,G,Minor,88,27,37,20,17,52,49,Not Found
Rhythms of the Night,Night Breeze,1,2018,1,14,4177,114,63567928,149,30,97,45,,121,A#,Minor,9,92,87,60,35,25,72,Not Found
Neon Reflections,The Wanderers,2,2003,10,2,2194,6,494062280,72,13,6,194,,125,A,Major,60,47,29,0,27,84,10,Not Found
Golden Hour,Golden Skies,1,2009,5,5,6889,178,460219227,94,99,125,132,52.0,189,A#,Major,89,14,71,55,94,27,81,Not Found
Silent Echo,Aurora,4,2016,3,10,1550,67,973428999,93,111,4,117,39.0,93,C#,Minor,32,76,43,32,6,85,95,Not Found
Neon Reflections,Solar Glow,4,2000,11,23,7604,77,667989368,74,127,27,165,,192,F,Major,92,12,86,57,2,2,62,Not Found
Through the Shadows,Velvet Echo,4,2017,5,18,2031,192,462482701,1,108,52,86,,187,B,Minor,72,42,70,97,4,99,11,Not Found
Dreaming Awake,Golden Skies,5,2012,11,20,4636,23,578295483,81,149,112,96,,83,G,Major,69,5,75,86,48,33,37,Not Found
Crystal Clear,Velvet Echo,3,2022,8,16,3477,5,961573999,104,173,16,105,,90,D,Major,8,81,0,5,21,73,78,Not Found
Neon Reflections,The Soundcasters,2,2022,5,24,2873,37,473955131,79,140,80,4,35.0,135,C#,Major,2,54,30,38,30,1,11,Not Found
Beyond the Horizon,Mystic Tides,4,2023,9,17,5140,190,199500470,2,106,23,15,119.0,85,G,Major,33,6,23,37,66,24,38,Not Found
Eternal Glow,The Wildfires,2,2002,2,18,5266,17,805049680,144,87,117,18,,85,A#,Major,25,20,7,36,84,29,75,Not Found
Blinding Lights,The Shifters,5,2015,10,16,6977,65,670357358,76,188,137,15,82.0,80,C#,Minor,97,84,5,23,88,73,24,Not Found
Endless Journey,Golden Skies,5,2019,11,8,6542,160,41070089,14,68,77,189,,64,G,Major,79,97,2,13,30,9,14,Not Found
Waves of Time,Aurora,2,2014,2,20,1581,181,230643835,22,23,24,126,,66,A,Major,14,35,58,56,84,70,15,Not Found
Through the Shadows,The Wildfires,4,2003,2,11,3086,113,653726726,100,125,46,58,,150,F,Minor,15,7,43,42,81,74,24,Not Found
Echoing Voices,The Wanderers,5,2010,9,23,2118,181,591364503,150,88,127,149,,130,A,Major,9,38,63,7,45,81,73,Not Found
Through the Shadows,Echo Dreamers,1,2008,8,11,2418,86,297694310,10,156,122,54,,173,D,Major,30,18,78,72,2,24,80,Not Found
Waves of Time,Neon Hearts,3,2006,12,10,4176,188,908989095,104,83,113,1,2.0,158,E,Major,22,36,78,47,43,30,56,Not Found
Through the Shadows,Blue Moon,5,2003,5,14,6373,169,863671727,137,174,3,77,,140,G,Major,61,91,28,9,42,37,72,Not Found
Rhythms of the Night,Ocean Souls,2,2019,5,23,7041,100,166783569,131,46,35,12,88.0,121,E,Minor,89,5,8,67,33,50,68,Not Found
Sunset Boulevard,Ocean Souls,3,2017,7,8,7293,60,260822029,82,148,88,116,,162,F,Minor,1,70,57,77,62,42,14,Not Found
Endless Journey,Night Breeze,3,2007,1,3,561,50,642303502,133,78,0,124,144.0,83,C,Minor,26,4,17,19,79,5,19,Not Found
Fading Lights,Neon Hearts,4,2004,5,28,6388,199,75324332,25,15,84,177,21.0,178,D,Minor,63,52,76,67,12,4,83,Not Found
Waves of Time,Lunar Drift,2,2023,4,26,6145,137,699401408,1,7,33,82,,87,A,Minor,18,43,29,7,15,45,21,Not Found
Lost in the Stars,Lunar Drift,2,2005,7,14,7725,14,874008000,3,123,68,159,130.0,80,G,Major,85,60,91,54,27,86,22,Not Found
Waves of Time,Silver Lines,5,2015,6,20,5619,43,800916902,35,38,124,142,,166,A,Minor,81,84,35,56,97,34,2,Not Found
Lost in the Stars,The Wildfires,2,2005,11,15,7165,31,443296644,48,34,113,121,135.0,173,C#,Major,29,77,16,43,26,98,27,Not Found
Golden Hour,Echo Dreamers,3,2020,12,8,2971,101,622809244,67,72,17,96,,199,F,Major,96,34,15,49,7,67,46,Not Found
Neon Reflections,Aurora,4,2010,6,6,2064,129,958480979,127,154,112,150,122.0,77,F,Minor,94,26,97,3,13,96,45,Not Found
Lost in the Stars,Velvet Echo,3,2009,12,17,70,173,42608821,42,78,104,168,,108,C,Major,16,24,47,65,48,50,5,Not Found
Blinding Lights,Lunar Drift,5,2005,7,14,7533,20,775412216,60,124,62,195,,142,B,Minor,90,52,6,77,68,21,83,Not Found
Lost in the Stars,Neon Hearts,5,2006,2,9,3654,136,779080856,80,11,24,54,,149,E,Minor,8,78,88,97,38,55,97,Not Found
Stellar Glow,The Shifters,1,2007,2,7,1458,42,150816730,9,112,43,102,,175,C#,Minor,88,60,100,29,10,63,29,Not Found
Eternal Glow,Night Breeze,3,2009,7,27,1496,78,637543952,146,38,78,53,,152,F,Major,80,82,97,33,35,97,94,Not Found
Silent Echo,Neon Hearts,3,2021,9,1,7249,130,395429776,136,144,97,34,,111,G,Minor,26,75,71,53,12,29,70,Not Found
Crystal Clear,The Wanderers,3,2022,11,23,4464,89,943544082,58,169,19,58,86.0,124,G,Major,97,96,37,75,61,56,54,Not Found
Fading Lights,The Shifters,2,2013,9,22,2354,134,11469091,109,134,138,101,113.0,69,G,Minor,1,33,50,53,80,72,91,Not Found
Golden Hour,Crystal Sands,3,2014,8,9,5428,18,886962063,134,121,143,54,,140,D,Major,26,31,26,11,72,85,77,Not Found
Chasing Dreams,Aurora,4,2001,11,1,5560,112,968312004,120,36,33,3,,96,C#,Major,60,25,57,8,87,13,39,Not Found
Beyond the Horizon,Ocean Souls,3,2005,6,16,4208,87,715762430,58,193,42,109,,183,A#,Minor,69,26,86,11,67,1,11,Not Found
Neon Reflections,Echo Dreamers,2,2016,12,22,2996,162,659593049,96,174,97,99,121.0,82,D,Major,3,60,74,26,47,44,38,Not Found
Rhythms of the Night,Stellar Waves,3,2022,11,27,1821,73,412183050,4,92,135,147,,96,D,Minor,26,45,89,35,78,30,40,Not Found
Stellar Glow,The Vibes,1,2020,6,16,437,10,689158805,55,181,65,93,132.0,105,G,Major,27,86,29,7,52,12,26,Not Found
Echoing Voices,The Echoes,1,2006,5,12,2443,120,533448447,8,175,57,94,22.0,136,C,Major,83,9,30,20,47,21,71,Not Found
Sunset Boulevard,Echo Dreamers,4,2016,10,6,1888,120,512259652,22,110,95,109,,160,A#,Minor,15,25,31,8,44,46,25,Not Found
Waves of Time,Neon Hearts,5,2017,3,1,238,145,872713654,49,160,2,138,25.0,198,C,Minor,63,50,4,31,5,74,91,Not Found
Chasing Dreams,Neon Hearts,5,2011,10,28,6403,194,46307140,17,183,29,185,,180,F,Major,69,36,45,45,92,43,44,Not Found
Waves of Time,Stellar Waves,1,2010,8,9,140,40,594390744,79,8,34,183,134.0,89,G,Minor,30,33,99,20,69,69,2,Not Found
Beyond the Horizon,Lunar Drift,4,2021,11,18,1938,82,528087655,74,95,31,128,144.0,152,A,Minor,2,47,87,6,35,1,28,Not Found
Sunset Boulevard,The Soundcasters,4,2004,2,7,7243,52,760702643,35,129,56,189,90.0,124,G,Major,38,59,80,50,2,48,2,Not Found
Blinding Lights,Midnight Skies,4,2010,1,21,4749,122,567106617,8,190,26,173,106.0,133,C,Major,47,9,43,87,8,75,4,Not Found
Whispers of the Wind,The Echoes,3,2005,9,8,1556,160,340732959,120,166,23,178,,129,A,Minor,37,86,72,41,65,9,64,Not Found
Echoing Voices,The Vibes,5,2022,2,7,7597,135,583317361,90,106,105,32,,93,E,Minor,74,79,75,36,87,94,21,Not Found
Dreaming Awake,Aurora,3,2008,5,1,1730,64,402706958,132,104,118,81,,67,A#,Major,33,80,7,13,62,65,13,Not Found
Eternal Glow,The Wanderers,3,2018,10,2,4667,84,598800624,118,75,134,78,126.0,130,A,Minor,1,53,61,51,99,34,93,Not Found
Blinding Lights,Mystic Tides,3,2016,2,9,1716,28,204382561,15,138,62,146,,189,F,Minor,13,38,34,63,99,48,87,Not Found
Echoing Voices,Neon Hearts,3,2022,6,16,3175,93,850923037,123,111,14,3,98.0,124,B,Major,71,67,76,12,20,33,88,Not Found
Silent Echo,Stellar Waves,4,2014,1,1,4432,56,404370041,34,139,30,20,,198,A,Major,58,48,86,63,69,91,21,Not Found
Endless Journey,Night Breeze,4,2022,11,21,1146,155,591556108,126,186,37,99,,155,G,Minor,94,57,48,85,25,79,40,Not Found
Eternal Glow,The Wildfires,3,2011,8,16,4892,69,834114385,65,156,13,127,,96,E,Major,32,33,62,10,14,50,10,Not Found
Rhythms of the Night,Night Breeze,5,2000,5,9,3297,186,570619118,25,33,67,145,46.0,136,A,Major,7,32,51,88,98,64,71,Not Found
Chasing Dreams,Aurora,3,2012,1,9,560,53,389012316,140,31,107,138,95.0,122,A,Minor,43,71,11,85,82,97,92,Not Found
Whispers of the Wind,Velvet Echo,2,2002,6,22,5429,104,965733299,14,19,16,19,47.0,110,G,Minor,11,82,58,76,62,71,25,Not Found
Heartbeats in Silence,Blue Moon,3,2000,4,12,4571,190,946505029,42,89,132,93,12.0,118,G,Minor,80,27,24,43,73,100,3,Not Found
Echoing Voices,Lunar Drift,2,2023,1,22,3858,22,606318353,61,50,106,76,137.0,72,E,Minor,29,79,5,48,66,10,61,Not Found
Dreaming Awake,Stellar Waves,1,2001,11,4,4923,138,972657109,67,100,9,52,138.0,152,E,Major,3,44,23,56,21,43,55,Not Found
Echoing Voices,Echo Dreamers,5,2008,12,14,3779,180,329538692,14,108,38,70,55.0,129,A#,Minor,29,12,89,2,0,70,90,Not Found
Lost in the Stars,Stellar Waves,5,2012,2,9,1871,179,168012488,32,142,88,17,,96,F,Minor,93,88,30,76,54,69,34,Not Found
Crystal Clear,Ocean Souls,2,2018,12,10,2988,25,199859765,45,15,147,90,58.0,194,C,Minor,71,84,26,71,100,55,38,Not Found
Golden Hour,Dreamweavers,2,2015,7,15,4424,31,476364308,137,195,83,104,0.0,107,A,Minor,72,33,45,31,71,94,93,Not Found
Crystal Clear,Silver Lines,1,2004,5,4,4653,76,451201992,105,113,93,1,,113,A,Major,2,4,13,40,18,53,24,Not Found
Echoing Voices,Crystal Sands,3,2000,6,7,6419,172,793880299,104,11,117,86,,102,G,Minor,99,32,22,57,90,3,83,Not Found
Echoing Voices,Echo Dreamers,3,2014,3,8,91,1,163217485,13,15,19,160,62.0,76,A#,Minor,80,89,31,33,2,95,19,Not Found
Lost in the Stars,Velvet Echo,5,2010,11,23,6364,161,458873622,145,65,3,128,11.0,139,F,Minor,98,68,83,9,40,92,25,Not Found
Waves of Time,Silver Lines,3,2011,8,16,2951,35,853217181,50,26,130,52,111.0,71,C,Minor,74,48,33,28,41,25,16,Not Found
Rhythms of the Night,Blue Moon,3,2012,1,24,2166,58,289451726,34,6,7,74,38.0,162,C,Minor,32,3,29,56,1,49,13,Not Found
Neon Reflections,The Wanderers,1,2014,11,11,1174,103,869144104,45,184,85,14,150.0,72,F,Minor,35,6,16,61,69,61,25,Not Found
Endless Journey,Night Breeze,4,2011,7,15,2217,87,687022207,84,19,81,148,142.0,106,C#,Minor,49,10,8,76,98,82,51,Not Found
Fading Lights,Echo Dreamers,5,2003,5,18,622,80,357484110,75,21,45,27,,131,A#,Major,95,59,74,22,2,41,55,Not Found
Eternal Glow,Night Breeze,5,2012,11,17,6496,174,456184966,62,20,98,186,104.0,118,E,Major,22,51,95,67,91,61,47,Not Found
Rise and Shine,Silver Lines,3,2012,11,17,1138,6,170583331,112,122,50,106,56.0,182,D,Minor,45,38,66,61,85,35,75,Not Found
Endless Journey,Silver Lines,1,2019,4,24,4472,67,124698798,4,51,116,66,110.0,169,C,Major,15,8,47,74,61,90,52,Not Found
Fading Lights,The Wanderers,1,2020,10,23,746,76,596047518,62,23,149,50,,161,F,Minor,20,19,67,16,93,48,35,Not Found
Beyond the Horizon,Lunar Drift,4,2006,2,4,4847,20,831766482,133,162,106,182,68.0,94,F,Minor,20,61,57,82,83,9,82,Not Found
Through the Shadows,The Wildfires,5,2008,7,20,6261,64,521435770,128,139,3,138,,134,C#,Major,17,93,24,27,91,20,89,Not Found
Into the Night,The Wildfires,4,2001,9,26,2460,120,627458438,50,89,33,87,59.0,64,C,Major,55,63,50,72,7,78,72,Not Found
Sunset Boulevard,Echo Dreamers,2,2004,5,13,7275,122,303391319,131,145,99,153,108.0,118,A,Minor,81,6,43,53,82,77,17,Not Found
Fading Lights,Dreamweavers,3,2023,1,22,2553,18,659596496,86,109,45,138,,124,E,Major,51,6,39,44,29,48,56,Not Found
Chasing Dreams,The Wanderers,2,2013,1,11,2620,196,991315579,113,42,47,116,113.0,157,A,Major,89,28,23,26,6,62,90,Not Found
Waves of Time,Velvet Echo,2,2010,9,24,1746,169,469285020,103,71,91,94,38.0,174,C#,Minor,17,19,65,77,76,34,12,Not Found
Heartbeats in Silence,Dreamweavers,2,2022,6,16,2717,73,436421550,150,107,79,10,,194,D,Minor,43,91,49,92,48,76,0,Not Found
Fading Lights,The Soundcasters,5,2013,1,19,7435,134,777380515,17,34,85,101,,95,F,Major,38,70,77,81,41,52,12,Not Found
Neon Reflections,Lunar Drift,2,2009,3,3,2011,34,677440243,51,66,122,26,,164,C,Minor,12,7,97,24,66,22,86,Not Found
Sunset Boulevard,Mystic Tides,4,2021,8,13,7140,86,182985889,74,136,124,192,41.0,110,D,Minor,8,24,71,10,64,89,3,Not Found
Rise and Shine,The Wanderers,2,2021,1,15,3811,186,354627115,62,26,43,67,,187,C#,Major,29,2,3,1,48,20,62,Not Found
Beyond the Horizon,Ocean Souls,4,2014,4,5,5243,144,810398340,128,191,64,184,82.0,150,A#,Major,46,98,17,56,5,52,49,Not Found
Sunset Boulevard,Echo Dreamers,3,2004,3,5,4238,40,5665657,126,140,38,42,,166,C#,Minor,22,62,21,45,10,21,18,Not Found
Beyond the Horizon,Silver Lines,4,2009,5,18,1489,176,435407477,48,2,46,101,26.0,161,C,Minor,86,11,43,81,87,42,10,Not Found
Heartbeats in Silence,The Wildfires,5,2015,8,23,5783,131,272072706,10,136,40,183,90.0,188,F,Major,49,74,41,22,4,90,79,Not Found
Rise and Shine,Night Breeze,5,2021,6,15,6343,91,759295151,137,35,145,186,144.0,146,C,Minor,45,50,63,12,55,79,57,Not Found
Sunset Boulevard,The Wildfires,2,2011,2,14,7458,89,94335910,14,196,127,192,75.0,168,C#,Minor,3,99,63,24,75,62,20,Not Found
Fading Lights,Stellar Waves,2,2014,6,18,5069,190,532060110,43,198,35,120,,94,A#,Major,18,25,86,53,55,92,9,Not Found
Heartbeats in Silence,The Wanderers,3,2004,7,22,1907,94,888261736,29,9,15,17,,192,C,Major,7,87,65,55,50,54,52,Not Found
Golden Hour,Neon Hearts,2,2010,1,7,3436,159,442912496,149,32,12,30,93.0,100,C#,Major,89,74,1,95,87,14,64,Not Found
Into the Night,The Shifters,5,2018,1,19,1397,3,413845153,142,59,137,46,,66,A#,Minor,8,38,49,32,46,70,49,Not Found
Crystal Clear,Ocean Souls,3,2014,12,23,505,116,706226697,43,42,18,199,51.0,90,B,Major,21,8,92,85,92,23,56,Not Found
Rhythms of the Night,Solar Glow,2,2004,6,14,661,95,893989676,132,153,142,10,,187,F,Major,95,5,49,13,91,81,61,Not Found
Rhythms of the Night,Solar Glow,1,2023,3,23,1611,22,365265366,12,42,114,13,46.0,107,C#,Minor,47,25,88,57,86,33,25,Not Found
Dreaming Awake,Mystic Tides,3,2017,9,9,5113,91,526981476,54,85,81,124,,147,G,Major,70,16,34,74,4,76,82,Not Found
Crystal Clear,The Soundcasters,1,2014,12,9,5636,80,38250433,32,30,24,180,77.0,89,E,Major,60,50,80,69,49,88,57,Not Found
Blinding Lights,Velvet Echo,1,2019,4,4,5745,160,811944153,2,113,126,79,,99,E,Minor,21,50,29,96,53,18,100,Not Found
Dreaming Awake,Dreamweavers,3,2000,6,8,2034,178,948813480,4,122,106,145,0.0,79,E,Major,28,56,38,91,27,74,67,Not Found
Through the Shadows,Dreamweavers,5,2002,5,23,1137,131,565208399,139,179,18,159,,69,A,Major,75,88,50,71,5,39,96,Not Found
Crystal Clear,Lunar Drift,1,2017,11,4,7491,93,210626447,72,113,4,79,80.0,188,F,Major,20,76,11,41,54,85,63,Not Found
Silent Echo,Ocean Souls,5,2012,9,12,1684,89,313540753,124,131,114,140,,175,D,Minor,80,47,7,24,86,5,67,Not Found
Neon Reflections,Silver Lines,4,2017,2,20,3006,193,219394876,127,31,22,18,131.0,181,D,Major,67,42,94,70,59,65,50,Not Found
Whispers of the Wind,The Wanderers,1,2011,7,4,917,160,14547136,129,20,29,2,57.0,122,A,Major,28,80,35,80,81,6,41,Not Found
Through the Shadows,Neon Hearts,3,2020,3,23,251,44,434511056,27,14,104,92,12.0,185,G,Major,98,82,47,13,38,68,0,Not Found
Rise and Shine,Crystal Sands,3,2021,10,28,3817,106,983114294,5,83,103,43,97.0,96,A,Minor,32,96,62,97,85,74,91,Not Found
Lost in the Stars,Aurora,3,2014,3,2,4386,27,476350349,123,145,30,161,,180,C,Minor,19,31,54,23,54,7,0,Not Found
Through the Shadows,Dreamweavers,2,2003,1,2,299,54,753257121,49,114,20,41,116.0,145,A,Major,59,96,77,33,33,34,45,Not Found
Echoing Voices,Neon Hearts,1,2023,9,24,195,165,483492234,16,59,44,40,,108,C,Major,3,68,81,36,57,20,67,Not Found
Into the Night,Echo Dreamers,4,2018,9,21,6343,143,736050373,41,175,120,22,110.0,127,G,Major,88,26,3,96,43,71,69,Not Found
Beyond the Horizon,Golden Skies,4,2020,4,18,5186,174,482759325,72,78,50,58,37.0,116,B,Minor,88,52,16,80,27,39,86,Not Found
Endless Journey,Solar Glow,2,2021,11,4,6377,19,642170546,117,126,8,15,,122,D,Minor,17,18,49,59,1,22,23,Not Found
Dreaming Awake,The Shifters,3,2014,11,24,3436,38,758920846,32,114,13,137,124.0,177,C#,Minor,47,62,25,12,82,3,48,Not Found
Silent Echo,Solar Glow,5,2014,2,17,1346,99,392501594,131,186,148,3,,107,A#,Major,80,75,44,42,96,37,15,Not Found
Lost in the Stars,The Soundcasters,5,2004,1,14,3003,102,576243672,96,158,136,120,,158,C,Major,50,56,55,0,70,53,17,Not Found
Eternal Glow,Solar Glow,2,2008,9,18,6735,12,402083496,79,194,29,169,,132,F,Minor,96,38,17,93,92,22,64,Not Found
Into the Night,Silver Lines,5,2014,6,28,1915,122,684124501,6,6,41,152,144.0,174,B,Major,7,35,87,10,84,90,13,Not Found
